Marke,Modell,Farbe,Erstzulassung,Jahr,Preis (Euro),Leistung (kW),Leistung (PS),Getriebe,Kraftstoff,Verbrauch (l/100 km),Verbrauch (g/km),Kilometerstand (km),Bemerkungen
volkswagen,Volkswagen T-Roc,rot,01/2020,2020,33930,221,300,Automatik,Benzin,,179 g/km,56618.0,R 4M Pano/Virtual/Navi+/LED/ACC/DCC/19
volkswagen,Volkswagen Golf,rot,11/2020,2020,32240,180,245,Automatik,Benzin,"6,5 l/100 km",149 g/km,42301.0,VIII 2.0 TSI GTI DSG NaviPro+Pano+R-Kam+Lenk SHZ+
volkswagen,Volkswagen Passat Variant,rot,03/2020,2020,19750,88,120,Automatik,Diesel,"4,3 l/100 km",111 g/km,83250.0,1.6 TDI DSG Virtual LED Kamera
volkswagen,Volkswagen Golf,rot,12/2020,2020,34990,180,245,Automatik,Benzin,"7,3 l/100 km",- (g/km),22136.0,8 GTI DSG/Pano/H&K/DCC/19Zoll/1.Hand/Cam
volkswagen,Volkswagen T-Roc,rot,04/2020,2020,27850,110,150,Automatik,Benzin,"5,3 l/100 km",121 g/km,37164.0,1.5 TSI Sport DSG LED Navi ParkPilot
volkswagen,Volkswagen Caddy,rot,01/2020,2020,19995,75,102,Schaltgetriebe,Benzin,6 l/100 km,137 g/km,14566.0,Maxi Kasten 1.0 TSI AHK/EPH HI./CONNECTIVITY
volkswagen,Volkswagen T-Roc,rot,01/2020,2020,20450,85,116,Schaltgetriebe,Diesel,"4,4 l/100 km",115 g/km,68603.0,1.6 TDI Style KAMERA ACC LED NAVI
volkswagen,Volkswagen T-Roc,rot,12/2020,2020,24880,85,116,Schaltgetriebe,Diesel,"4,4 l/100 km",115 g/km,50.0,1.6 TDI *Spurhalteassistent*SHZ*Dachreling
volkswagen,Volkswagen Golf GTE,rot,11/2020,2020,29880,180,245,Automatik,Hybrid,,530 km Reichweite,10228.0,VIII GTE 1.4 eHybrid DSG Navi Pano DAB+
volkswagen,Volkswagen T-Roc,rot,05/2020,2020,29800,221,300,Automatik,Benzin,"7,8 l/100 km",- (g/km),104989.0,2.0 TSI OPF 4MOTION DSG R
volkswagen,Volkswagen Golf,rot,02/2020,2020,29769,180,245,Automatik,Benzin,"6,2 l/100 km",140 g/km,44137.0,VII GTI 2.0 TSI DSG Performance / Navi AHK
volkswagen,Volkswagen Golf,rot,03/2020,2020,32040,213,290,Automatik,Benzin,"7,7 l/100 km",175 g/km,44722.0,VII GTI TCR 2.0 TSI DSG Navi LED LM18
volkswagen,Volkswagen Golf Sportsvan,rot,06/2020,2020,20990,85,116,Schaltgetriebe,Benzin,5 l/100 km,341 g/km,12005.0,Golf VII Sportsvan 1.0 TSI Comfortline AAC PDC
volkswagen,Volkswagen Passat Variant,rot,11/2020,2020,22440,90,122,Automatik,Diesel,5 l/100 km,130 g/km,52500.0,Business 2.0 TDI Pano Navi LED Sitzh. PDC ACC
volkswagen,Volkswagen T-Cross,rot,01/2020,2020,16490,70,95,Schaltgetriebe,Benzin,"5,1 l/100 km",133 g/km,55000.0,1.0 TSI Life AppConnect/Lane/Side/Klima
volkswagen,Volkswagen Golf,rot,02/2020,2020,35800,221,300,Automatik,Benzin,"8,5 l/100 km","193,1 g/km",49100.0,"R 2.0 TSI 4motion DSG R, 19"",Leder,Pano,R-Performa"
volkswagen,Volkswagen Caddy,rot,03/2020,2020,28599,110,150,Schaltgetriebe,Diesel,"5,5 l/100 km",- (g/km),55500.0,Caddy 2.0 TDI (5-Si.) Comfortline
volkswagen,Volkswagen Polo,rot,02/2020,2020,17950,70,95,Schaltgetriebe,Benzin,"4,6 l/100 km",104 g/km,10363.0,"VI 1.0 TSI beats Navi-Discover+PDC+16"""
volkswagen,Volkswagen T-Cross,rot,01/2020,2020,18300,70,95,Schaltgetriebe,Benzin,"5,1 l/100 km",116 g/km,28336.0,Life
volkswagen,Volkswagen T-Roc,rot,05/2020,2020,24954,110,150,Automatik,Benzin,"5,2 l/100 km",138 g/km,46463.0,Style 1.5 TSI DSG AHK-abnehmbar AHK LED Scheinwerf
volkswagen,Volkswagen Crafter,rot,07/2020,2020,39990,103,140,Schaltgetriebe,Diesel,"7,7 l/100 km",203 g/km,24874.0,Kasten 35 L4H3 KLIMA MFL TEMPOMAT LED
volkswagen,Volkswagen T-Roc,rot,01/2020,2020,22880,110,150,Automatik,Diesel,"4,5 l/100 km",119 g/km,94680.0,"2.0 TDI DSG Style Standhzg., Beats, LED-Sch., N..."
volkswagen,Volkswagen Passat Alltrack,rot,09/2020,2020,42300,176,239,Automatik,Diesel,"5,8 l/100 km",- (g/km),22800.0,Passat Variant 2.0 TDI SCR 4Motion DSG Alltrack
volkswagen,Volkswagen T-Roc,rot,07/2020,2020,32490,110,150,Automatik,Benzin,"5,6 l/100 km",127 g/km,24800.0,R-Line Cabriolet 1.5 TSI 7-Gang DSG AHK LEDER NAV
volkswagen,Volkswagen T-Roc,rot,07/2020,2020,34480,110,150,Automatik,Benzin,"5,6 l/100 km",127 g/km,14107.0,R-Line Cabriolet (AC7)
volkswagen,Volkswagen Polo,rot,01/2020,2020,15999,70,95,Schaltgetriebe,Benzin,"4,6 l/100 km",105 g/km,65520.0,"1,0 Active 5-Gang Sitzheizung LM AHK APP-Connect M"
volkswagen,Volkswagen Polo,rot,02/2020,2020,20950,147,200,Automatik,Benzin,"7,1 l/100 km",160 g/km,26250.0,2.0 TSI GTI DSG Navi P-Dach LED
volkswagen,Volkswagen T-Roc,rot,07/2020,2020,24980,85,116,Schaltgetriebe,Benzin,"5,6 l/100 km",129 g/km,13807.0,"Cabriolet 1.0TSI Style AHK, App-Connect"
volkswagen,Volkswagen T6.1 Multivan,rot,07/2020,2020,63660,146,199,Automatik,Diesel,"7,2 l/100 km",189 g/km,61727.0,2.0 TDI Generation SIX 4MOT. DSG
volkswagen,Volkswagen up!,rot,09/2020,2020,15886,61,83,Automatik,Elektro,,0 g/km,26741.0,"e-32,3kWh-Batterie SHZ CCS"
volkswagen,Volkswagen up!,rot,02/2020,2020,17430,61,83,Automatik,Elektro,,256 km Reichweite,24900.0,"e-up! ""MOVE"" *CSS*SHZ*KAMERA*TEMPOMAT*KLIMA*DAB*"
volkswagen,Volkswagen Passat Variant,rot,10/2020,2020,46990,140,190,Automatik,Diesel,"4,9 l/100 km",127 g/km,44876.0,"Alltrack 4Motion *Feuerwehr,KdoW*"
volkswagen,Volkswagen e-up!,rot,03/2020,2020,20888,61,83,Automatik,Elektro,,256 km Reichweite,1800.0,Automatik CCS Winterpaket
volkswagen,Volkswagen Touran,rot,02/2020,2020,31950,110,150,Automatik,Diesel,,- (g/km),72531.0,2.0 TDI DSG Highline BLACK STYLE NAVI AHK STANDH L
volkswagen,Volkswagen Golf GTI,rot,10/2020,2020,31950,180,245,Automatik,Benzin,"6,5 l/100 km",149 g/km,26867.0,8 2.0 TSI DSG IQ.LIGHT ACC NAVI PDC 18 DAB
volkswagen,Volkswagen Passat Variant,rot,11/2020,2020,24290,90,122,Automatik,Diesel,"4,1 l/100 km",108 g/km,60800.0,2.0 TDI DSG Business NAV+LED+ACC+ Klima Navi
volkswagen,Volkswagen Arteon,rot,10/2020,2020,42479,110,150,Automatik,Diesel,"4,2 l/100 km",111 g/km,22004.0,SB R-LINE TDI*StandHZG Panodach 360*Kam.
volkswagen,Volkswagen T-Roc,rot,11/2020,2020,29950,110,150,Automatik,Benzin,"6,7 l/100 km",153 g/km,42500.0,1.5 TSI DSG Navi  R-Line Black
volkswagen,Volkswagen Golf Variant,rot,12/2020,2020,29177,85,116,Schaltgetriebe,Diesel,"4,7 l/100 km","124,1 g/km",5732.0,VIII Variant LIFE 2.0 TDI REAR VIEW APP-CONNECT S
volkswagen,Volkswagen Caddy,rot,05/2020,2020,29689,75,102,Automatik,Diesel,"5,3 l/100 km",141 g/km,61617.0,Beach TDI DSG*NAV*ACC*KLIMA*STNDHZG
volkswagen,Volkswagen Golf,rot,04/2020,2020,33190,221,300,Automatik,Benzin,"8,5 l/100 km",192 g/km,37193.0,R 2.0TSI VII DSG LED/LANE ASSIST/ACC/2xPDC
volkswagen,Volkswagen up!,rot,04/2020,2020,17760,85,116,Schaltgetriebe,Benzin,"4,8 l/100 km",110 g/km,35630.0,1.0 TSI GTI OPF CLIMATRON. KAMERA TEMPOMA
volkswagen,Volkswagen up!,rot,03/2020,2020,12500,44,60,Schaltgetriebe,Benzin,"4,4 l/100 km",100 g/km,28200.0,1.0 MPI move up Klima Anhängerkupplung
volkswagen,Volkswagen Golf Variant,rot,06/2020,2020,23580,110,150,Automatik,Diesel,"4,4 l/100 km",115 g/km,50225.0,VII Variant 2.0 TDI HL LED NAVI SHZ PDC DYNAUDIO
volkswagen,Volkswagen up!,rot,10/2020,2020,17790,61,83,Automatik,Elektro,,0 g/km,9800.0,"e-up! ""Style"""
volkswagen,Volkswagen Passat Variant,rot,03/2020,2020,24900,88,120,Automatik,Diesel,"4,3 l/100 km",111 g/km,61806.0,1.6TDI DSG Business *VC*AHK*PANO*LED*
volkswagen,Volkswagen T-Roc,rot,01/2020,2020,20990,85,116,Schaltgetriebe,Diesel,"4,2 l/100 km",111 g/km,95700.0,"1.6 TDI, Alu, Winterpaket, AHK,Climatronic u"
volkswagen,Volkswagen up!,rot,12/2020,2020,16177,61,83,Automatik,Elektro,0 kWh/100 km,0 g/km,34552.0,e- Navi Telefon CCS Bluetooth Klima
volkswagen,Volkswagen Golf,rot,11/2020,2020,32950,180,245,Automatik,Hybrid,,52 km Reichweite,17665.0,8 1.4 TSI DSG GTE STANDH NAVI ACC SHZ
volkswagen,Volkswagen T-Roc,rot,10/2020,2020,34570,221,300,Automatik,Benzin,"7,5 l/100 km",171 g/km,24812.0,R 4M 2.0 TSI LED NAVI PDCv+h D.Cockpit
volkswagen,Volkswagen T-Roc,rot,12/2020,2020,26950,110,150,Automatik,Diesel,"5,6 l/100 km",146 g/km,60878.0,"2,0 TDi DSG 4Motion Sport ACC DAB LED"
volkswagen,Volkswagen Passat Variant,rot,03/2020,2020,24450,140,190,Automatik,Diesel,6 l/100 km,157 g/km,109520.0,R-Line 2.0TDI DSG AHK LED ACC Nav
volkswagen,Volkswagen Passat Variant,rot,10/2020,2020,19999,90,122,Automatik,Diesel,"4,1 l/100 km",108 g/km,99999.0,Business *1.HD/Virtual/ACC/Lane*
volkswagen,Volkswagen Polo,rot,01/2020,2020,15499,70,95,Schaltgetriebe,Benzin,"4,6 l/100 km",105 g/km,65520.0,"1,0 Active 5-Gang LM AHK APP-Connect MFA"
volkswagen,Volkswagen Passat Variant,rot,12/2020,2020,23950,160,218,Automatik,Hybrid,- (l/100 km),36 g/km,40000.0,1.4 TSI DSG GTE
volkswagen,Volkswagen Polo,rot,09/2020,2020,17950,147,200,Automatik,Benzin,"5,8 l/100 km",138 g/km,69000.0,2.0 TSI DSG GTI *NAVI*ACC*
volkswagen,Volkswagen Touran,rot,01/2020,2020,29490,110,150,Automatik,Benzin,"5,6 l/100 km",127 g/km,34120.0,Highline 1.5 TSI DSG AHK+PANO+STHZ+RFK
volkswagen,Volkswagen T-Roc,rot,05/2020,2020,24990,110,150,Automatik,Benzin,"5,3 l/100 km",154 g/km,35363.0,1.5 TSI DSG Sport Navi ACC Kamera
volkswagen,Volkswagen Polo,rot,08/2020,2020,14980,59,80,Schaltgetriebe,Benzin,"4,6 l/100 km",106 g/km,25566.0,VI Trendline*nur 25TKm*Klima*Garantie
volkswagen,Volkswagen Caddy,rot,03/2020,2020,21770,75,102,Schaltgetriebe,Benzin,"5,9 l/100 km",135 g/km,29000.0,1.0TSI Kombi Trendline Klima Navi ParkPilot
volkswagen,Volkswagen Passat Variant,rot,12/2020,2020,22290,90,122,Automatik,Diesel,"4,1 l/100 km",108 g/km,65991.0,2.0 TDI DSG RÜCKFAHRKAMERA
volkswagen,Volkswagen T-Roc,rot,04/2020,2020,28380,140,190,Automatik,Benzin,"6,6 l/100 km",151 g/km,25983.0,R-Line 4X4 DSG ACC LED NAVI VIRT KAM PA
volkswagen,Volkswagen Passat Variant,rot,07/2020,2020,28870,160,218,Automatik,Hybrid,"1,6 l/100 km",36 g/km,48957.0,1.4 TSI DSG GTE Navi AHK LED DigC
volkswagen,Volkswagen Golf,rot,12/2020,2020,34650,180,245,Automatik,Benzin,"7,3 l/100 km","167,9 g/km",17500.0,GTI VIII 2.0 TSI
volkswagen,Volkswagen T-Roc,rot,05/2020,2020,25154,110,150,Automatik,Benzin,"5,2 l/100 km",138 g/km,46463.0,Style 1.5 TSI DSG AHK-abnehmbar AHK LED Scheinwerf
volkswagen,Volkswagen Polo,rot,07/2020,2020,21000,147,200,Automatik,Benzin,7 l/100 km,159 g/km,28800.0,GTi DSG 18 Alufelgen / LED Scheinwerfer LM
volkswagen,Volkswagen Touareg,rot,03/2020,2020,58979,210,286,Automatik,Diesel,"6,6 l/100 km",173 g/km,38700.0,Atmosphere TDI*286PS Luftfed AHK 360*Kam
volkswagen,Volkswagen Caddy,rot,01/2020,2020,23790,75,102,Schaltgetriebe,Benzin,"5,9 l/100 km",135 g/km,28889.0,Life 1.0 TSI Highline 5 Sitzer
volkswagen,Volkswagen Golf,rot,12/2020,2020,23977,81,110,Schaltgetriebe,Benzin,"5,3 l/100 km","121,2 g/km",6969.0,VIII LIFE 1.0 TSI NAVI APP-CONNECT LED DAB+ ACC K
volkswagen,Volkswagen Polo,rot,04/2020,2020,19888,85,116,Automatik,Benzin,"6,2 l/100 km",139 g/km,29545.0,1.0 TSI DSG Highline ACTIVE INFO/SHZ/ACC
volkswagen,Volkswagen Passat Variant,rot,12/2020,2020,25500,90,122,Automatik,Diesel,"4,1 l/100 km",108 g/km,43893.0,"Passat Var. 2.0TDI DSG,KameraNaviLED,AHK,PanoAID"
volkswagen,Volkswagen Arteon,rot,09/2020,2020,39790,110,150,Automatik,Diesel,"4,2 l/100 km",110 g/km,26314.0,2.0 TDI DSG 2x R-Line  Facelift 20 PANO DCC H/K 5J
volkswagen,Volkswagen T-Roc,rot,09/2020,2020,18590,85,116,Schaltgetriebe,Diesel,"5,2 l/100 km","136,4 g/km",85700.0,1.6 TDI KLIMAAUT+PDC V+H+LORDOSE+USB+MAL+MFA+4xEL
volkswagen,Volkswagen T6 Caravelle,rot,03/2020,2020,39990,81,110,Schaltgetriebe,Diesel,"6,3 l/100 km",167 g/km,35000.0,Trendline *Navi*AppelCarplay*LED*
volkswagen,Volkswagen Tiguan Allspace,rot,05/2020,2020,41595,140,190,Automatik,Diesel,"5,4 l/100 km",142 g/km,26461.0,Allspace 2.0 TDI 4Motion DSG Highline AHK 7
volkswagen,Volkswagen T-Roc,rot,07/2020,2020,21690,85,116,Schaltgetriebe,Benzin,"5,4 l/100 km",123 g/km,23990.0,1.0 TSI Style Kamera Navi
volkswagen,Volkswagen up!,rot,04/2020,2020,15990,85,116,Schaltgetriebe,Benzin,"4,8 l/100 km",110 g/km,62451.0,GTI 1.0 TSI  *Klima*TFL-LED*Licht+Sichtpaket*
volkswagen,Volkswagen T-Roc,rot,07/2020,2020,25180,85,116,Schaltgetriebe,Benzin,"5,6 l/100 km",129 g/km,13807.0,"Cabriolet 1.0TSI Style AHK, App-Connect"
volkswagen,Volkswagen Golf Variant,rot,02/2020,2020,18350,85,116,Schaltgetriebe,Benzin,"5,8 l/100 km",130 g/km,47108.0,Golf VII Var 1.0 TSI Comfortline ACC RFK NAVI SP
volkswagen,Volkswagen T-Roc,rot,05/2020,2020,21790,85,116,Schaltgetriebe,Diesel,"4,2 l/100 km",111 g/km,60693.0,"1.6 TDI Style Navi,Kamera,PDC"
volkswagen,Volkswagen Passat Variant,rot,12/2020,2020,21490,90,122,Automatik,Diesel,"4,1 l/100 km",108 g/km,73190.0,"Business 2.0 TDI DSG Navi,LED,ACC"
volkswagen,Volkswagen Passat Variant,rot,12/2020,2020,23449,90,122,Automatik,Diesel,"4,1 l/100 km",108 g/km,44392.0,"2.0TDI DSG,KameraNavi,LED,AID,1Hd"
volkswagen,Volkswagen T-Roc,rot,08/2020,2020,18920,85,116,Schaltgetriebe,Diesel,"4,2 l/100 km",111 g/km,112566.0,1.6 TDI SCR UNITED
volkswagen,Volkswagen Golf Variant,rot,12/2020,2020,23999,110,150,Automatik,Diesel,4 l/100 km,104 g/km,59031.0,VIII Life 2.0 TDI+LED+Virtual+Kamera
volkswagen,Volkswagen T6.1 Transporter,rot,11/2020,2020,35460,83,113,Automatik,Elektro,,0 g/km,1485.0,e-ABT Kombi DSG 7 Sitze Klima Sitzheizung
volkswagen,Volkswagen Golf Variant,rot,12/2020,2020,28977,85,116,Schaltgetriebe,Diesel,"4,7 l/100 km","124,1 g/km",5732.0,VIII Variant LIFE 2.0 TDI REAR VIEW APP-CONNECT S
volkswagen,Volkswagen Golf,rot,12/2020,2020,24177,81,110,Schaltgetriebe,Benzin,"5,3 l/100 km","121,2 g/km",6969.0,VIII LIFE 1.0 TSI NAVI APP-CONNECT LED DAB+ ACC K
volkswagen,Volkswagen T-Cross,rot,01/2020,2020,17478,70,95,Schaltgetriebe,Benzin,"5,1 l/100 km",116 g/km,37982.0,1.0 TSI Navi+Sitzheizung+BlindSpot
volkswagen,Volkswagen Polo,rot,02/2020,2020,24190,85,116,Schaltgetriebe,Benzin,"4,9 l/100 km",111 g/km,27500.0,1.0TSI beats OPF Navi LED ACC
volkswagen,Volkswagen Caddy,rot,01/2020,2020,23990,75,102,Schaltgetriebe,Benzin,"5,9 l/100 km",135 g/km,28889.0,Life 1.0 TSI Highline 5 Sitzer
volkswagen,Volkswagen T-Roc,rot,12/2020,2020,26950,110,150,Automatik,Diesel,"5,6 l/100 km",146 g/km,60878.0,"2,0 TDi DSG 4Motion Sport ACC DAB LED NAVI SHZ"
volkswagen,Volkswagen Passat Variant,rot,08/2020,2020,22690,88,120,Automatik,Diesel,"4,1 l/100 km",108 g/km,49278.0,"Passat Var. 1.6 TDI DSG,Kamera,AID,Navi,LED,1Hd"
volkswagen,Volkswagen Polo GTI,rot,10/2020,2020,21950,147,200,Automatik,Benzin,7 l/100 km,159 g/km,22990.0,2.0 TSI DSG NAVI KAMERA SPORT SELECT
volkswagen,Volkswagen Polo,rot,02/2020,2020,19880,85,116,Schaltgetriebe,Benzin,"5,4 l/100 km","123,8 g/km",41218.0,Comfortline 1.0 TSI*LED*Navi*Kamera
volkswagen,Volkswagen T-Roc,rot,11/2020,2020,33889,110,150,Schaltgetriebe,Benzin,7 l/100 km,"160,3 g/km",34354.0,Cabriolet R-Line 1.5 l TSI OPF 110 kW (150 PS) 7-
volkswagen,Volkswagen Golf,rot,12/2020,2020,22900,110,150,Automatik,Diesel,4 l/100 km,104 g/km,57000.0,"VIII Variant 2.0 TDI Life, LED, Navi, DSG"
volkswagen,Volkswagen Golf GTI,rot,12/2020,2020,33750,180,245,Automatik,Benzin,"6,5 l/100 km",149 g/km,30000.0,DSG*19Zoll*Standhzg*Matrix IQ*DCC*Kamera*Keyless*
volkswagen,Volkswagen Polo,rot,07/2020,2020,21200,147,200,Automatik,Benzin,7 l/100 km,159 g/km,28800.0,GTi DSG 18 Alufelgen / LED Scheinwerfer LM
volkswagen,Volkswagen Caddy,rot,03/2020,2020,21870,75,102,Schaltgetriebe,Benzin,"6,9 l/100 km",158 g/km,28958.0,1.0+TSI+TRENDLINE+KLIMA+ZV+GRA+BT+
volkswagen,Volkswagen Polo,rot,02/2020,2020,22620,147,200,Automatik,Benzin,7 l/100 km,159 g/km,26900.0,GTi DSG Keyless Access / Panorama-Schiebedach
volkswagen,Volkswagen Golf,rot,12/2020,2020,19999,85,116,Schaltgetriebe,Diesel,"3,9 l/100 km",102 g/km,55000.0,VIII V. 2.0 TDI*NAVI*TEMP*APPLE CAR*1HD*HU*
volkswagen,Volkswagen Polo GTI,rot,03/2020,2020,22460,147,200,Automatik,Benzin,"5,8 l/100 km",138 g/km,57335.0,2.0 TSI OPF DSG Navi LED ACC 18` Active
volkswagen,Volkswagen up!,rot,09/2020,2020,16890,61,83,Automatik,Elektro,,0 g/km,34874.0,BEHEIZBARE FRONTSCHEIBE+ SITZHEIZUNG+PDC
volkswagen,Volkswagen Tiguan Allspace,rot,02/2020,2020,29490,110,150,Automatik,Diesel,"7,2 l/100 km",188 g/km,106741.0,Highline 4Motion LED NAVI Rear View
volkswagen,Volkswagen Polo GTI,rot,10/2020,2020,20777,147,200,Automatik,Benzin,"6,1 l/100 km",138 g/km,30734.0,Polo DSG 2.0 TSI BMT GTI Telefon PDC Klima
volkswagen,Volkswagen Polo GTI,rot,02/2020,2020,22880,147,200,Automatik,Benzin,,- (g/km),46866.0,NAVI VIRTUAL LED LM18
volkswagen,Volkswagen Polo,rot,03/2020,2020,20220,147,200,Automatik,Benzin,7 l/100 km,159 g/km,26801.0,2.0 TSI DSG GTI KAMERA SITZHZ VW-GARANTIE
volkswagen,Volkswagen Polo,rot,01/2020,2020,19960,85,116,Schaltgetriebe,Benzin,,- (g/km),39061.0,1.0 TSI R-LINE NAVI LED SITZHZG
volkswagen,Volkswagen up!,rot,12/2020,2020,16550,61,83,Automatik,Elektro,,0 g/km,28917.0,e-CAM SHZ Klimaautom Rückfahrkam. Winterpaket
volkswagen,Volkswagen Polo,rot,02/2020,2020,21100,147,200,Automatik,Benzin,7 l/100 km,159 g/km,14070.0,GTI App Connect PDC Digital Cockpit Sitzheizung
volkswagen,Volkswagen Polo,rot,02/2020,2020,21950,147,200,Automatik,Benzin,"6,3 l/100 km",141 g/km,18550.0,"2,0 TSI DSG GTI ACC LED R-Kamera Navi"
volkswagen,Volkswagen T-Roc,rot,06/2020,2020,23470,110,150,Schaltgetriebe,Benzin,"6,6 l/100 km",150 g/km,42822.0,1.5 TSI ACT OPF UNITED PANO Ganzjahresreifen
volkswagen,Volkswagen Golf,rot,12/2020,2020,28490,180,245,Automatik,Hybrid,"1,5 l/100 km",34 g/km,16750.0,VIII 1.4 eHybrid GTE SHZ Navi
volkswagen,Volkswagen Golf,rot,02/2020,2020,18911,85,116,Schaltgetriebe,Diesel,"4,1 l/100 km",108 g/km,26186.0,VII 1.6 COMFORTLINE NAVI LM16 SITZHEIZUNG
volkswagen,Volkswagen Passat Variant,rot,11/2020,2020,21488,90,122,Automatik,Diesel,"4,9 l/100 km","130,8 g/km",83460.0,Business 2.0 TDI DSG NAVI AHK PANO LED KAMERA ALU
volkswagen,Volkswagen T6.1 California,rot,12/2020,2020,61700,110,150,Automatik,Diesel,"6,1 l/100 km",161 g/km,37000.0,California T6.1 DSG Beach Camper Edition
volkswagen,Volkswagen Tiguan,rot,02/2020,2020,26890,110,150,Schaltgetriebe,Benzin,"6,8 l/100 km","156,6 g/km",38200.0,IQ.DRIVE IQ.DRIVE 1.5 TSI KAMERA NAVI IQ-DRIVE DIG
volkswagen,Volkswagen Polo,rot,05/2020,2020,19900,85,116,Schaltgetriebe,Benzin,"4,7 l/100 km",- (g/km),29500.0,1.0 TSI OPF Highline | Navi | Kamera
volkswagen,Volkswagen Passat Variant,rot,11/2020,2020,21660,90,122,Automatik,Diesel,"4,9 l/100 km",128 g/km,76490.0,2.0 TDI DSG BUSINESS NAVI LED PAN
volkswagen,Volkswagen T-Roc,rot,06/2020,2020,35490,221,300,Automatik,Benzin,"7,5 l/100 km",171 g/km,21000.0,R 4Motion
volkswagen,Volkswagen Golf Variant,rot,01/2020,2020,15930,85,116,Schaltgetriebe,Benzin,"5,6 l/100 km",128 g/km,80300.0,Golf VII Variant 1.0 TSI Trendline Klima Tempoma
volkswagen,Volkswagen Golf Variant,rot,03/2020,2020,17997,85,116,Schaltgetriebe,Diesel,"5,2 l/100 km",136 g/km,81523.0,"Golf VII Variant 1,6 TDI Comfortline Navi ACC PD"
volkswagen,Volkswagen Golf,rot,03/2020,2020,29980,180,245,Automatik,Benzin,"6,2 l/100 km",170 g/km,62039.0,VII 2.0 TSI GTI Performance DSG LED
volkswagen,Volkswagen T-Cross,rot,05/2020,2020,26888,110,150,Automatik,Benzin,"5,2 l/100 km",119 g/km,32700.0,Style 1.5 TSI DSG Navi LED
volkswagen,Volkswagen Passat Variant,rot,10/2020,2020,20330,90,122,Automatik,Diesel,"4,9 l/100 km",128 g/km,80183.0,2.0 TDI DSG BUSINESS NAVI PANO LE
volkswagen,Volkswagen Passat Variant,rot,12/2020,2020,21779,90,122,Automatik,Diesel,"4,9 l/100 km",128 g/km,69854.0,Business TDI*DSG pACC Kamera Navi
volkswagen,Volkswagen Passat Variant,rot,12/2020,2020,24499,90,122,Automatik,Diesel,"4,9 l/100 km",128 g/km,57887.0,Business 2.0 TDI DSG BMT NAVI LED
volkswagen,Volkswagen up!,rot,02/2020,2020,10979,44,60,Schaltgetriebe,Benzin,"5,4 l/100 km",123 g/km,47028.0,WHITE STYLE 1.0*Klima Maps+More-dock Bluetoo
volkswagen,Volkswagen,rot,03/2020,2020,38990,110,150,Schaltgetriebe,Diesel,,-/-,52214.0,T6 Pritsche DOKA PLANE 2.0 TDI
volkswagen,Volkswagen Golf,schwarz,02/2020,2020,18579,110,150,Automatik,Diesel,,- (g/km),71700.0,"VII Variant Comfortline 2,0 TDI DSG ACC LED"
volkswagen,Volkswagen T-Roc,schwarz,02/2020,2020,30791,140,190,Automatik,Benzin,"6,8 l/100 km",155 g/km,9293.0,2.0TSI DSG 4Motion Sport LED Navi Kam Dig.Cockp...
volkswagen,Volkswagen Polo,schwarz,03/2020,2020,14050,59,80,Schaltgetriebe,Benzin,"5,5 l/100 km",125 g/km,48682.0,Trendline Trendline (Sitzheizung.Klima) 1.0 TSI
volkswagen,Volkswagen Touareg,schwarz,01/2020,2020,39990,170,231,Automatik,Diesel,"6,6 l/100 km",173 g/km,50809.0,4Motion 3.0 V6 TDI /Navi/V-Cock/LED/CAM
volkswagen,Volkswagen Passat Variant,schwarz,01/2020,2020,18450,110,150,Automatik,Diesel,"5,1 l/100 km",139 g/km,139670.0,2.0 TDI DSG BUSINESS LED+NAVI+ACC
volkswagen,Volkswagen T-Roc,schwarz,04/2020,2020,20530,85,116,Schaltgetriebe,Benzin,"5,2 l/100 km",118 g/km,30821.0,United 1.0 TSI*NAVI*SHZ*PDC*
volkswagen,Volkswagen Tiguan,schwarz,02/2020,2020,24989,110,150,Schaltgetriebe,Benzin,"6,8 l/100 km",154 g/km,18880.0,Comfortline 1.5 TSI ACT*Privacy*Navi*Assist*MFL*SH
volkswagen,Volkswagen Golf Variant,schwarz,03/2020,2020,20485,110,150,Automatik,Diesel,"4,4 l/100 km",115 g/km,51700.0,Golf VII Variant 2.0 TDI DSG Comfortline*LED*NAV
volkswagen,Volkswagen Amarok,schwarz,11/2020,2020,34888,150,204,Automatik,Diesel,,0 g/km,108843.0,DK 4Motion 3.0 Comfortline Navi AHK DAB
volkswagen,Volkswagen Tiguan,schwarz,06/2020,2020,30479,110,150,Automatik,Benzin,7 l/100 km,159 g/km,27227.0,1.5 TSI Highline DSG PANO/ActiveID/NAVI/ACC
volkswagen,Volkswagen Tiguan,schwarz,05/2020,2020,24000,96,131,Schaltgetriebe,Benzin,"5,7 l/100 km",130 g/km,18300.0,1.5 TSI Comfortline AHK Rfk Climaatr. Shz
volkswagen,Volkswagen Touran,schwarz,09/2020,2020,26450,110,150,Automatik,Benzin,"5,3 l/100 km",122 g/km,27000.0,1.5 TSI DSG Comfortline 7-Sitzer EU6d-T ACC LED
volkswagen,Volkswagen Touran,schwarz,02/2020,2020,27750,110,150,Automatik,Benzin,"5,4 l/100 km",124 g/km,17000.0,1.5 TSI DSG Comfortline EU6d-T 7-Sitzer LED ACC
volkswagen,Volkswagen T6 Multivan,schwarz,09/2020,2020,58790,110,150,Automatik,Diesel,,192 g/km,31500.0,"T6.1 Cruise 4 Motion 2,0 TDI DSG #Allrad,#Alcantar"
